game_id,season,game_type,week,game_date,weekday,game_time_local,away_team,home_team,away_score,home_score,location,result_margin,total_points,overtime,roof,surface,stadium_id,stadium,temp_actual,wind_actual,spread_line,away_spread_odds,home_spread_odds,total_line,over_odds,under_odds,away_moneyline,home_moneyline,div_game,away_qb_name,home_qb_name,away_coach,home_coach,referee,ingest_run_id
2026_13_CIN_CLE,2026,REG,13,2026-12-06,Sunday,13:00,CIN,CLE,,,Home,,,,outdoors,grass,CLE00,Huntington Bank Field,,,,,,,,,,,True,,,Zac Taylor,Todd Monken,,20260925T021551Z
2026_13_GB_NO,2026,REG,13,2026-12-06,Sunday,13:00,GB,NO,,,Home,,,,dome,sportturf,NOR00,Caesars Superdome,,,,,,,,,,,False,,,Matt LaFleur,Kellen Moore,,20260925T021551Z
2026_13_SF_NYG,2026,REG,13,2026-12-06,Sunday,13:00,SF,NYG,,,Home,,,,outdoors,fieldturf,NYC01,MetLife Stadium,,,,,,,,,,,False,,,Kyle Shanahan,John Harbaugh,,20260925T021551Z
2026_13_LAC_TB,2026,REG,13,2026-12-06,Sunday,13:00,LAC,TB,,,Home,,,,outdoors,grass,TAM00,Raymond James Stadium,,,,,,,,,,,False,,,Jim Harbaugh,Todd Bowles,,20260925T021551Z
2026_13_WAS_TEN,2026,REG,13,2026-12-06,Sunday,13:00,WAS,TEN,,,Home,,,,outdoors,grass,NAS00,Nissan Stadium,,,,,,,,,,,False,,,Dan Quinn,Robert Saleh,,20260925T021551Z
2026_13_PHI_ARI,2026,REG,13,2026-12-06,Sunday,16:05,PHI,ARI,,,Home,,,,,grass,PHO00,State Farm Stadium,,,,,,,,,,,False,,,Nick Sirianni,Jonathan Gannon,,20260925T021551Z
2026_13_MIA_DEN,2026,REG,13,2026-12-06,Sunday,16:05,MIA,DEN,,,Home,,,,outdoors,grass,DEN00,Empower Field at Mile High,,,,,,,,,,,False,,,Jeff Hafley,Sean Payton,,20260925T021551Z
2026_13_CAR_MIN,2026,REG,13,2026-12-06,Sunday,16:25,CAR,MIN,,,Home,,,,dome,sportturf,MIN01,U.S. Bank Stadium,,,,,,,,,,,False,,,Dave Canales,Kevin O'Connell,,20260925T021551Z
2026_13_BUF_NE,2026,REG,13,2026-12-06,Sunday,16:25,BUF,NE,,,Home,,,,outdoors,fieldturf,BOS00,Gillette Stadium,,,,,,,,,,,True,,,Sean McDermott,Mike Vrabel,,20260925T021551Z
2026_13_HOU_PIT,2026,REG,13,2026-12-06,Sunday,20:20,HOU,PIT,,,Home,,,,outdoors,grass,PIT00,Acrisure Stadium,,,,,,,,,,,False,,,DeMeco Ryans,Mike McCarthy,,20260925T021551Z
2026_13_DAL_SEA,2026,REG,13,2026-12-07,Monday,20:15,DAL,SEA,,,Home,,,,outdoors,fieldturf,SEA00,Lumen Field,,,,,,,,,,,False,,,Brian Schottenheimer,Mike Macdonald,,20260925T021551Z
2026_14_MIN_NE,2026,REG,14,2026-12-10,Thursday,20:15,MIN,NE,,,Home,,,,outdoors,fieldturf,BOS00,Gillette Stadium,,,,,,,,,,,False,,,Kevin O'Connell,Mike Vrabel,,20260925T021551Z
2026_14_TB_BAL,2026,REG,14,2026-12-13,Sunday,13:00,TB,BAL,,,Home,,,,outdoors,grass,BAL00,M&T Bank Stadium,,,,,,,,,,,False,,,Todd Bowles,Jesse Minter,,20260925T021551Z
2026_14_NO_CAR,2026,REG,14,2026-12-13,Sunday,13:00,NO,CAR,,,Home,,,,outdoors,grass,CAR00,Bank of America Stadium,,,,,,,,,,,True,,,Kellen Moore,Dave Canales,,20260925T021551Z
2026_14_ATL_CLE,2026,REG,14,2026-12-13,Sunday,13:00,ATL,CLE,,,Home,,,,outdoors,grass,CLE00,Huntington Bank Field,,,,,,,,,,,False,,,Raheem Morris,Todd Monken,,20260925T021551Z
2026_14_TEN_DET,2026,REG,14,2026-12-13,Sunday,13:00,TEN,DET,,,Home,,,,dome,fieldturf,DET00,Ford Field,,,,,,,,,,,False,,,Robert Saleh,Dan Campbell,,20260925T021551Z
2026_14_CHI_MIA,2026,REG,14,2026-12-13,Sunday,13:00,CHI,MIA,,,Home,,,,outdoors,grass,MIA00,Hard Rock Stadium,,,,,,,,,,,False,,,Ben Johnson,Jeff Hafley,,20260925T021551Z
2026_14_DEN_NYJ,2026,REG,14,2026-12-13,Sunday,13:00,DEN,NYJ,,,Home,,,,outdoors,fieldturf,NYC01,MetLife Stadium,,,,,,,,,,,False,,,Sean Payton,Aaron Glenn,,20260925T021551Z
2026_14_IND_PHI,2026,REG,14,2026-12-13,Sunday,13:00,IND,PHI,,,Home,,,,outdoors,grass,PHI00,Lincoln Financial Field,,,,,,,,,,,False,,,Shane Steichen,Nick Sirianni,,20260925T021551Z
2026_14_HOU_WAS,2026,REG,14,2026-12-13,Sunday,13:00,HOU,WAS,,,Home,,,,outdoors,grass,WAS00,Northwest Stadium,,,,,,,,,,,False,,,DeMeco Ryans,Dan Quinn,,20260925T021551Z
2026_14_LAC_LV,2026,REG,14,2026-12-13,Sunday,16:05,LAC,LV,,,Home,,,,dome,grass,VEG00,Allegiant Stadium,,,,,,,,,,,True,,,Jim Harbaugh,Klint Kubliak,,20260925T021551Z
2026_14_KC_CIN,2026,REG,14,2026-12-13,Sunday,16:25,KC,CIN,,,Home,,,,outdoors,fieldturf,CIN00,Paycor Stadium,,,,,,,,,,,False,,,Andy Reid,Zac Taylor,,20260925T021551Z
2026_14_NYG_SEA,2026,REG,14,2026-12-13,Sunday,16:25,NYG,SEA,,,Home,,,,outdoors,fieldturf,SEA00,Lumen Field,,,,,,,,,,,False,,,John Harbaugh,Mike Macdonald,,20260925T021551Z
2026_14_LA_SF,2026,REG,14,2026-12-13,Sunday,16:25,LA,SF,,,Home,,,,outdoors,grass,SFO01,Levi's Stadium,,,,,,,,,,,True,,,Sean McVay,Kyle Shanahan,,20260925T021551Z
2026_14_BUF_GB,2026,REG,14,2026-12-13,Sunday,20:20,BUF,GB,,,Home,,,,outdoors,grass,GNB00,Lambeau Field,,,,,,,,,,,False,,,Sean McDermott,Matt LaFleur,,20260925T021551Z
2026_14_PIT_JAX,2026,REG,14,2026-12-14,Monday,20:15,PIT,JAX,,,Home,,,,outdoors,grass,JAX00,EverBank Stadium,,,,,,,,,,,False,,,Mike McCarthy,Liam Coen,,20260925T021551Z
2026_15_SF_LAC,2026,REG,15,2026-12-17,Thursday,20:15,SF,LAC,,,Home,,,,dome,matrixturf,LAX01,SoFi Stadium,,,,,,,,,,,False,,,Kyle Shanahan,Jim Harbaugh,,20260925T021551Z
2026_15_SEA_PHI,2026,REG,15,2026-12-19,Saturday,17:00,SEA,PHI,,,Home,,,,outdoors,grass,PHI00,Lincoln Financial Field,,,,,,,,,,,False,,,Mike Macdonald,Nick Sirianni,,20260925T021551Z
2026_15_CHI_BUF,2026,REG,15,2026-12-19,Saturday,20:20,CHI,BUF,,,Home,,,,outdoors,a_turf,BUF00,Highmark Stadium,,,,,,,,,,,False,,,Ben Johnson,Sean McDermott,,20260925T021551Z
2026_15_CIN_CAR,2026,REG,15,2026-12-20,Sunday,13:00,CIN,CAR,,,Home,,,,outdoors,grass,CAR00,Bank of America Stadium,,,,,,,,,,,False,,,Zac Taylor,Dave Canales,,20260925T021551Z
2026_15_MIA_GB,2026,REG,15,2026-12-20,Sunday,13:00,MIA,GB,,,Home,,,,outdoors,grass,GNB00,Lambeau Field,,,,,,,,,,,False,,,Jeff Hafley,Matt LaFleur,,20260925T021551Z
2026_15_JAX_HOU,2026,REG,15,2026-12-20,Sunday,13:00,JAX,HOU,,,Home,,,,,astroturf,HOU00,Reliant Stadium,,,,,,,,,,,True,,,Liam Coen,DeMeco Ryans,,20260925T021551Z
2026_15_CLE_NYG,2026,REG,15,2026-12-20,Sunday,13:00,CLE,NYG,,,Home,,,,outdoors,fieldturf,NYC01,MetLife Stadium,,,,,,,,,,,False,,,Todd Monken,John Harbaugh,,20260925T021551Z
2026_15_BAL_PIT,2026,REG,15,2026-12-20,Sunday,13:00,BAL,PIT,,,Home,,,,outdoors,grass,PIT00,Acrisure Stadium,,,,,,,,,,,True,,,Jesse Minter,Mike McCarthy,,20260925T021551Z
2026_15_NO_TB,2026,REG,15,2026-12-20,Sunday,13:00,NO,TB,,,Home,,,,outdoors,grass,TAM00,Raymond James Stadium,,,,,,,,,,,True,,,Kellen Moore,Todd Bowles,,20260925T021551Z
2026_15_IND_TEN,2026,REG,15,2026-12-20,Sunday,13:00,IND,TEN,,,Home,,,,outdoors,grass,NAS00,Nissan Stadium,,,,,,,,,,,True,,,Shane Steichen,Robert Saleh,,20260925T021551Z
2026_15_ATL_WAS,2026,REG,15,2026-12-20,Sunday,13:00,ATL,WAS,,,Home,,,,outdoors,grass,WAS00,Northwest Stadium,,,,,,,,,,,False,,,Raheem Morris,Dan Quinn,,20260925T021551Z
2026_15_NYJ_ARI,2026,REG,15,2026-12-20,Sunday,16:05,NYJ,ARI,,,Home,,,,,grass,PHO00,State Farm Stadium,,,,,,,,,,,False,,,Aaron Glenn,Jonathan Gannon,,20260925T021551Z
2026_15_DAL_LA,2026,REG,15,2026-12-20,Sunday,16:25,DAL,LA,,,Home,,,,dome,matrixturf,LAX01,SoFi Stadium,,,,,,,,,,,False,,,Brian Schottenheimer,Sean McVay,,20260925T021551Z
2026_15_DEN_LV,2026,REG,15,2026-12-20,Sunday,16:25,DEN,LV,,,Home,,,,dome,grass,VEG00,Allegiant Stadium,,,,,,,,,,,True,,,Sean Payton,Klint Kubliak,,20260925T021551Z
2026_15_DET_MIN,2026,REG,15,2026-12-20,Sunday,20:20,DET,MIN,,,Home,,,,dome,sportturf,MIN01,U.S. Bank Stadium,,,,,,,,,,,True,,,Dan Campbell,Kevin O'Connell,,20260925T021551Z
2026_15_NE_KC,2026,REG,15,2026-12-21,Monday,20:15,NE,KC,,,Home,,,,outdoors,grass,KAN00,GEHA Field at Arrowhead Stadium,,,,,,,,,,,False,,,Mike Vrabel,Andy Reid,,20260925T021551Z
2026_16_HOU_PHI,2026,REG,16,2026-12-24,Thursday,20:15,HOU,PHI,,,Home,,,,outdoors,grass,PHI00,Lincoln Financial Field,,,,,,,,,,,False,,,DeMeco Ryans,Nick Sirianni,,20260925T021551Z
2026_16_GB_CHI,2026,REG,16,2026-12-25,Friday,13:00,GB,CHI,,,Home,,,,outdoors,grass,CHI98,Soldier Field,,,,,,,,,,,True,,,Matt LaFleur,Ben Johnson,,20260925T021551Z
2026_16_BUF_DEN,2026,REG,16,2026-12-25,Friday,16:30,BUF,DEN,,,Home,,,,outdoors,grass,DEN00,Empower Field at Mile High,,,,,,,,,,,False,,,Sean McDermott,Sean Payton,,20260925T021551Z
2026_16_LA_SEA,2026,REG,16,2026-12-25,Friday,20:15,LA,SEA,,,Home,,,,outdoors,fieldturf,SEA00,Lumen Field,,,,,,,,,,,True,,,Sean McVay,Mike Macdonald,,20260925T021551Z
2026_16_TB_ATL,2026,REG,16,2026-12-27,Sunday,13:00,TB,ATL,,,Home,,,,,fieldturf,ATL97,Mercedes-Benz Stadium,,,,,,,,,,,True,,,Todd Bowles,Raheem Morris,,20260925T021551Z
2026_16_CLE_BAL,2026,REG,16,2026-12-27,Sunday,13:00,CLE,BAL,,,Home,,,,outdoors,grass,BAL00,M&T Bank Stadium,,,,,,,,,,,True,,,Todd Monken,Jesse Minter,,20260925T021551Z
2026_16_CIN_IND,2026,REG,16,2026-12-27,Sunday,13:00,CIN,IND,,,Home,,,,,fieldturf,IND00,Lucas Oil Stadium,,,,,,,,,,,False,,,Zac Taylor,Shane Steichen,,20260925T021551Z
2026_16_LAC_MIA,2026,REG,16,2026-12-27,Sunday,13:00,LAC,MIA,,,Home,,,,outdoors,grass,MIA00,Hard Rock Stadium,,,,,,,,,,,False,,,Jim Harbaugh,Jeff Hafley,,20260925T021551Z
2026_16_WAS_MIN,2026,REG,16,2026-12-27,Sunday,13:00,WAS,MIN,,,Home,,,,dome,sportturf,MIN01,U.S. Bank Stadium,,,,,,,,,,,False,,,Dan Quinn,Kevin O'Connell,,20260925T021551Z
2026_16_ARI_NO,2026,REG,16,2026-12-27,Sunday,13:00,ARI,NO,,,Home,,,,dome,sportturf,NOR00,Caesars Superdome,,,,,,,,,,,False,,,Jonathan Gannon,Kellen Moore,,20260925T021551Z
2026_16_NE_NYJ,2026,REG,16,2026-12-27,Sunday,13:00,NE,NYJ,,,Home,,,,outdoors,fieldturf,NYC01,MetLife Stadium,,,,,,,,,,,True,,,Mike Vrabel,Aaron Glenn,,20260925T021551Z
2026_16_CAR_PIT,2026,REG,16,2026-12-27,Sunday,13:00,CAR,PIT,,,Home,,,,outdoors,grass,PIT00,Acrisure Stadium,,,,,,,,,,,False,,,Dave Canales,Mike McCarthy,,20260925T021551Z
2026_16_TEN_LV,2026,REG,16,2026-12-27,Sunday,16:05,TEN,LV,,,Home,,,,dome,grass,VEG00,Allegiant Stadium,,,,,,,,,,,False,,,Robert Saleh,Klint Kubliak,,20260925T021551Z
2026_16_SF_KC,2026,REG,16,2026-12-27,Sunday,16:25,SF,KC,,,Home,,,,outdoors,grass,KAN00,GEHA Field at Arrowhead Stadium,,,,,,,,,,,False,,,Kyle Shanahan,Andy Reid,,20260925T021551Z
2026_16_JAX_DAL,2026,REG,16,2026-12-27,Sunday,20:20,JAX,DAL,,,Home,,,,,matrixturf,DAL00,AT&T Stadium,,,,,,,,,,,False,,,Liam Coen,Brian Schottenheimer,,20260925T021551Z
2026_16_NYG_DET,2026,REG,16,2026-12-28,Monday,20:15,NYG,DET,,,Home,,,,dome,fieldturf,DET00,Ford Field,,,,,,,,,,,False,,,John Harbaugh,Dan Campbell,,20260925T021551Z
2026_17_BAL_CIN,2026,REG,17,2026-12-31,Thursday,20:15,BAL,CIN,,,Home,,,,outdoors,fieldturf,CIN00,Paycor Stadium,,,,,,,,,,,True,,,Jesse Minter,Zac Taylor,,20260925T021551Z
2026_17_NO_ATL,2026,REG,17,2027-01-03,Sunday,13:00,NO,ATL,,,Home,,,,,fieldturf,ATL97,Mercedes-Benz Stadium,,,,,,,,,,,True,,,Kellen Moore,Raheem Morris,,20260925T021551Z
2026_17_SEA_CAR,2026,REG,17,2027-01-03,Sunday,13:00,SEA,CAR,,,Home,,,,outdoors,grass,CAR00,Bank of America Stadium,,,,,,,,,,,False,,,Mike Macdonald,Dave Canales,,20260925T021551Z
2026_17_IND_CLE,2026,REG,17,2027-01-03,Sunday,13:00,IND,CLE,,,Home,,,,outdoors,grass,CLE00,Huntington Bank Field,,,,,,,,,,,False,,,Shane Steichen,Todd Monken,,20260925T021551Z
2026_17_NYG_DAL,2026,REG,17,2027-01-03,Sunday,13:00,NYG,DAL,,,Home,,,,,matrixturf,DAL00,AT&T Stadium,,,,,,,,,,,True,,,John Harbaugh,Brian Schottenheimer,,20260925T021551Z
2026_17_WAS_JAX,2026,REG,17,2027-01-03,Sunday,13:00,WAS,JAX,,,Home,,,,outdoors,grass,JAX00,EverBank Stadium,,,,,,,,,,,False,,,Dan Quinn,Liam Coen,,20260925T021551Z
2026_17_KC_LAC,2026,REG,17,2027-01-03,Sunday,13:00,KC,LAC,,,Home,,,,dome,matrixturf,LAX01,SoFi Stadium,,,,,,,,,,,True,,,Andy Reid,Jim Harbaugh,,20260925T021551Z
2026_17_BUF_MIA,2026,REG,17,2027-01-03,Sunday,13:00,BUF,MIA,,,Home,,,,outdoors,grass,MIA00,Hard Rock Stadium,,,,,,,,,,,True,,,Sean McDermott,Jeff Hafley,,20260925T021551Z
2026_17_DEN_NE,2026,REG,17,2027-01-03,Sunday,13:00,DEN,NE,,,Home,,,,outdoors,fieldturf,BOS00,Gillette Stadium,,,,,,,,,,,False,,,Sean Payton,Mike Vrabel,,20260925T021551Z
2026_17_MIN_NYJ,2026,REG,17,2027-01-03,Sunday,13:00,MIN,NYJ,,,Home,,,,outdoors,fieldturf,NYC01,MetLife Stadium,,,,,,,,,,,False,,,Kevin O'Connell,Aaron Glenn,,20260925T021551Z
2026_17_LA_TB,2026,REG,17,2027-01-03,Sunday,13:00,LA,TB,,,Home,,,,outdoors,grass,TAM00,Raymond James Stadium,,,,,,,,,,,False,,,Sean McVay,Todd Bowles,,20260925T021551Z
2026_17_PIT_TEN,2026,REG,17,2027-01-03,Sunday,13:00,PIT,TEN,,,Home,,,,outdoors,grass,NAS00,Nissan Stadium,,,,,,,,,,,False,,,Mike McCarthy,Robert Saleh,,20260925T021551Z
2026_17_LV_ARI,2026,REG,17,2027-01-03,Sunday,16:05,LV,ARI,,,Home,,,,,grass,PHO00,State Farm Stadium,,,,,,,,,,,False,,,Klint Kubliak,Jonathan Gannon,,20260925T021551Z
2026_17_DET_CHI,2026,REG,17,2027-01-03,Sunday,16:25,DET,CHI,,,Home,,,,outdoors,grass,CHI98,Soldier Field,,,,,,,,,,,True,,,Dan Campbell,Ben Johnson,,20260925T021551Z
2026_17_PHI_SF,2026,REG,17,2027-01-03,Sunday,20:20,PHI,SF,,,Home,,,,outdoors,grass,SFO01,Levi's Stadium,,,,,,,,,,,False,,,Nick Sirianni,Kyle Shanahan,,20260925T021551Z
2026_17_HOU_GB,2026,REG,17,2027-01-04,Monday,20:15,HOU,GB,,,Home,,,,outdoors,grass,GNB00,Lambeau Field,,,,,,,,,,,False,,,DeMeco Ryans,Matt LaFleur,,20260925T021551Z
2026_18_SF_ARI,2026,REG,18,2027-01-10,Sunday,13:00,SF,ARI,,,Home,,,,,grass,PHO00,State Farm Stadium,,,,,,,,,,,True,,,Kyle Shanahan,Jonathan Gannon,,20260925T021551Z
2026_18_PIT_BAL,2026,REG,18,2027-01-10,Sunday,13:00,PIT,BAL,,,Home,,,,outdoors,grass,BAL00,M&T Bank Stadium,,,,,,,,,,,True,,,Mike McCarthy,Jesse Minter,,20260925T021551Z
2026_18_NYJ_BUF,2026,REG,18,2027-01-10,Sunday,13:00,NYJ,BUF,,,Home,,,,outdoors,a_turf,BUF00,Highmark Stadium,,,,,,,,,,,True,,,Aaron Glenn,Sean McDermott,,20260925T021551Z
2026_18_ATL_CAR,2026,REG,18,2027-01-10,Sunday,13:00,ATL,CAR,,,Home,,,,outdoors,grass,CAR00,Bank of America Stadium,,,,,,,,,,,True,,,Raheem Morris,Dave Canales,,20260925T021551Z
2026_18_CLE_CIN,2026,REG,18,2027-01-10,Sunday,13:00,CLE,CIN,,,Home,,,,outdoors,fieldturf,CIN00,Paycor Stadium,,,,,,,,,,,True,,,Todd Monken,Zac Taylor,,20260925T021551Z
2026_18_LAC_DEN,2026,REG,18,2027-01-10,Sunday,13:00,LAC,DEN,,,Home,,,,outdoors,grass,DEN00,Empower Field at Mile High,,,,,,,,,,,True,,,Jim Harbaugh,Sean Payton,,20260925T021551Z
2026_18_DET_GB,2026,REG,18,2027-01-10,Sunday,13:00,DET,GB,,,Home,,,,outdoors,grass,GNB00,Lambeau Field,,,,,,,,,,,True,,,Dan Campbell,Matt LaFleur,,20260925T021551Z
2026_18_TEN_HOU,2026,REG,18,2027-01-10,Sunday,13:00,TEN,HOU,,,Home,,,,,astroturf,HOU00,Reliant Stadium,,,,,,,,,,,True,,,Robert Saleh,DeMeco Ryans,,20260925T021551Z
2026_18_JAX_IND,2026,REG,18,2027-01-10,Sunday,13:00,JAX,IND,,,Home,,,,,fieldturf,IND00,Lucas Oil Stadium,,,,,,,,,,,True,,,Liam Coen,Shane Steichen,,20260925T021551Z
2026_18_LV_KC,2026,REG,18,2027-01-10,Sunday,13:00,LV,KC,,,Home,,,,outdoors,grass,KAN00,GEHA Field at Arrowhead Stadium,,,,,,,,,,,True,,,Klint Kubliak,Andy Reid,,20260925T021551Z
2026_18_SEA_LA,2026,REG,18,2027-01-10,Sunday,13:00,SEA,LA,,,Home,,,,dome,matrixturf,LAX01,SoFi Stadium,,,,,,,,,,,True,,,Mike Macdonald,Sean McVay,,20260925T021551Z
2026_18_CHI_MIN,2026,REG,18,2027-01-10,Sunday,13:00,CHI,MIN,,,Home,,,,dome,sportturf,MIN01,U.S. Bank Stadium,,,,,,,,,,,True,,,Ben Johnson,Kevin O'Connell,,20260925T021551Z
2026_18_MIA_NE,2026,REG,18,2027-01-10,Sunday,13:00,MIA,NE,,,Home,,,,outdoors,fieldturf,BOS00,Gillette Stadium,,,,,,,,,,,True,,,Jeff Hafley,Mike Vrabel,,20260925T021551Z
2026_18_TB_NO,2026,REG,18,2027-01-10,Sunday,13:00,TB,NO,,,Home,,,,dome,sportturf,NOR00,Caesars Superdome,,,,,,,,,,,True,,,Todd Bowles,Kellen Moore,,20260925T021551Z
2026_18_PHI_NYG,2026,REG,18,2027-01-10,Sunday,13:00,PHI,NYG,,,Home,,,,outdoors,fieldturf,NYC01,MetLife Stadium,,,,,,,,,,,True,,,Nick Sirianni,John Harbaugh,,20260925T021551Z
2026_18_DAL_WAS,2026,REG,18,2027-01-10,Sunday,13:00,DAL,WAS,,,Home,,,,outdoors,grass,WAS00,Northwest Stadium,,,,,,,,,,,True,,,Brian Schottenheimer,Dan Quinn,,20260925T021551Z
